Date,ABBV,BIIB,CI,CVS,HCA,MCK,MRNA,REGN,TEVA,VRTX,^GSPC
2022-06-30,133.50794982910156,203.94000244140625,246.29971313476562,80.98712158203125,162.95458984375,320.2651062011719,142.85000610351562,587.1632690429688,7.519999980926514,281.7900085449219,3785.3798828125
2022-07-01,134.06578063964844,210.6300048828125,250.5150146484375,82.10586547851562,169.74192810058594,323.5246276855469,149.9499969482422,591.4046630859375,7.889999866485596,287.32000732421875,3825.330078125
2022-07-05,134.1791229248047,212.5800018310547,247.53346252441406,80.87350463867188,167.3372802734375,316.5049133300781,155.5399932861328,592.5568237304688,7.710000038146973,288.9800109863281,3831.389892578125
2022-07-06,132.95875549316406,215.97999572753906,253.37513732910156,81.45037078857422,160.9474639892578,315.68017578125,159.55999755859375,590.907958984375,7.550000190734863,291.1600036621094,3845.080078125
2022-07-07,132.4967498779297,217.9600067138672,257.75860595703125,81.92231750488281,169.3540802001953,315.3955078125,172.39999389648438,603.3738403320312,7.599999904632568,294.1700134277344,3902.6201171875
2022-07-08,133.23770141601562,218.8000030517578,260.94573974609375,82.31563568115234,167.35670471191406,325.16424560546875,176.22999572753906,617.3991088867188,7.440000057220459,294.2900085449219,3899.3798828125
2022-07-11,133.56893920898438,215.25999450683594,261.6186828613281,82.77888488769531,164.24420166015625,322.8177185058594,175.25999450683594,610.3367309570312,6.860000133514404,294.07000732421875,3854.429931640625
2022-07-12,132.89772033691406,215.5800018310547,261.09527587890625,83.0148696899414,164.94232177734375,321.4137878417969,173.25,605.99609375,7.0,290.010009765625,3818.800048828125
2022-07-13,132.62747192382812,214.52999877929688,255.86123657226562,81.6775894165039,164.16665649414062,319.25390625,171.24000549316406,597.9801635742188,6.949999809265137,288.7300109863281,3801.780029296875
2022-07-14,132.36354064941406,214.27000427246094,247.5989227294922,81.13570404052734,162.40191650390625,320.53997802734375,159.9199981689453,594.8413696289062,6.889999866485596,286.1499938964844,3790.3798828125
2022-07-15,135.16146850585938,217.00999450683594,256.19769287109375,83.35572814941406,166.396728515625,323.9859924316406,166.91000366210938,603.463134765625,7.010000228881836,292.8399963378906,3863.159912109375
2022-07-18,131.59808349609375,214.33999633789062,250.8140869140625,82.41179656982422,166.47433471679688,320.08837890625,163.39999389648438,582.7630004882812,7.059999942779541,286.05999755859375,3830.85009765625
2022-07-19,131.74769592285156,220.25999450683594,256.6557312011719,84.59685516357422,172.7671356201172,323.9566345214844,167.13999938964844,591.732421875,7.360000133514404,289.6000061035156,3936.68994140625
2022-07-20,129.94400024414062,207.49000549316406,249.2906494140625,83.16344451904297,173.37802124023438,320.6479797363281,166.88999938964844,590.6001586914062,7.25,285.5,3959.89990234375
2022-07-21,129.99676513671875,214.05999755859375,248.94480895996094,81.92389678955078,175.80206298828125,321.8359375,168.88999938964844,588.4644775390625,7.199999809265137,283.1099853515625,3998.949951171875
2022-07-22,130.63027954101562,206.25,251.60862731933594,82.68872833251953,195.89263916015625,324.4179992675781,163.52000427246094,582.1770629882812,7.010000228881836,280.2900085449219,3961.6298828125
2022-07-25,132.16998291015625,207.57000732421875,254.81443786621094,83.06673431396484,192.59591674804688,330.0730895996094,165.69000244140625,583.339111328125,7.190000057220459,283.67999267578125,3966.840087890625
2022-07-26,132.74188232421875,210.85000610351562,256.87066650390625,83.78760528564453,197.74461364746094,331.5162658691406,160.89999389648438,578.6508178710938,7.119999885559082,288.2200012207031,3921.050048828125
2022-07-27,132.98825073242188,212.9199981689453,256.7771911621094,84.2799072265625,198.44276428222656,333.43072509765625,158.02000427246094,583.96484375,9.140000343322754,286.989990234375,4023.610107421875
